PAGEMIEG,PATTCRU,PATTSITC,PATTSKP,PEDUCMIE,PEFATINC,PFMTYPG,PFTENUR,PLFFPTME,PNBEARG,PPVRES,PWAPRVAL,PWASTDEP,PWATFS,PWDPRMOR,PWDSLOAN,PWDSTCRD,PWDSTLOC,PWNETWPG
2,4,2,2,4,21050,3,3,6,0,35,0,50000,0,0,0,0,0,100005
2,4,3,2,3,93350,2,3,1,2,59,0,17000,7750,0,0,0,0,69500
6,4,2,2,3,89025,1,3,2,1,35,0,3800,29000,0,0,0,0,1730800
3,4,1,2,4,223400,3,2,1,1,47,550000,145000,1050,290000,0,0,0,1214550
2,4,3,2,4,30500,1,3,2,1,35,0,5000,9500,0,120000,0,0,69500
5,4,1,2,3,20050,1,1,2,1,24,280000,260000,100000,0,0,0,0,1096500
3,3,2,2,4,134350,3,2,2,2,59,1250000,21000,95000,625000,0,6750,0,1092755
6,3,2,2,2,43100,2,1,3,0,48,250000,50000,47500,0,0,1050,0,528450
4,2,2,2,3,70125,2,1,1,1,35,825000,2600,1050,0,0,67500,25000,774155
2,3,2,2,4,62300,2,3,9,9,12,0,15000,2900,0,0,0,0,114400
2,4,1,2,4,63000,1,2,1,1,48,250000,21000,21000,150000,0,0,0,263500
3,4,3,2,3,202925,3,1,1,3,47,525000,9250,14500,0,0,4000,67500,1352250
6,4,3,2,4,37225,1,2,3,0,24,310000,24000,21000,19500,0,0,9750,955750
6,4,2,2,2,49750,1,1,2,1,11,320000,3000,5250,0,0,0,0,889500
5,3,3,2,4,84175,2,1,1,1,24,280000,42000,0,0,0,0,0,1887000
5,1,3,2,1,90975,1,2,1,1,13,290000,34000,72500,95000,0,0,0,547500
2,4,3,2,4,44550,1,3,1,1,12,0,20000,18500,0,0,0,0,169625
6,3,3,2,2,80300,2,2,3,2,24,975000,12000,800,230000,0,500,24000,1467300
3,3,2,2,4,73075,1,3,1,1,59,0,1450,1000,0,0,27000,0,410400
5,2,2,2,9,25275,1,2,1,1,11,390000,5000,0,300000,0,11000,0,192500
2,4,3,2,4,111475,2,2,1,2,46,400000,150,0,80000,36000,6000,0,406650
6,4,2,2,4,10000,1,1,3,1,35,400000,2000,0,0,0,0,0,923000
5,4,1,2,4,271600,4,1,1,3,10,360000,145000,100000,0,0,0,0,2295500
6,4,2,2,3,65925,4,1,2,1,35,2500000,77500,67500,0,0,0,0,3619000
6,4,2,2,2,125325,2,2,1,2,12,400000,29000,31000,77500,0,4100,1400,1336175
2,3,3,2,3,164525,9,1,1,3,10,260000,5000,0,0,0,29000,0,363400
1,4,1,2,4,11350,4,3,2,1,24,0,0,0,0,0,0,0,121100
1,3,1,1,1,24000,9,3,2,2,11,0,4500,0,0,4000,250,0,338500
6,6,3,2,2,67725,4,3,1,2,59,0,0,0,0,0,0,6750,99250
4,4,3,2,4,59700,1,2,1,1,24,46000,7000,26000,14000,0,0,0,269755
7,4,3,2,3,46025,2,1,1,1,35,750000,5250,125000,0,0,0,0,1798250
3,4,1,2,4,84825,3,2,1,2,59,1600000,52500,24000,950000,0,0,0,1234250
4,4,3,2,4,71100,2,1,1,1,35,950000,30000,0,0,0,825,0,992675
4,4,3,2,4,112075,3,3,1,1,24,0,60000,92500,0,0,0,0,316000
6,4,2,2,2,44225,1,1,3,1,35,1050000,11500,0,0,0,0,0,1533500
6,4,2,2,4,101825,2,1,1,2,46,370000,13000,0,0,0,0,0,1577500
6,2,2,2,4,25500,1,3,1,1,59,0,1450,0,0,0,36000,0,-24550
4,4,2,2,4,184525,3,2,1,3,35,925000,135000,100000,95000,0,0,0,3688500
4,4,1,2,4,406625,3,2,1,3,35,4100000,50000,100000,950000,0,0,0,4696000
6,4,3,2,3,23000,1,3,3,0,12,0,5,0,0,0,50,0,200905
6,6,3,2,2,24000,1,1,3,0,10,50000,4100,0,0,0,0,0,63775
3,3,3,2,4,77950,9,2,1,9,11,490000,20000,1050,260000,0,17000,9500,1184550
4,3,3,2,3,102325,1,2,1,1,59,975000,2000,0,725000,0,50000,2100,2202150
5,4,3,2,4,16925,1,1,2,0,12,575000,95000,48000,0,0,0,0,1080255
4,2,3,2,3,189425,4,2,1,3,35,600000,775,0,340000,0,50000,25000,318275
4,4,1,2,4,497400,2,2,1,2,35,1000000,20000,240000,300000,0,0,0,4424000
4,4,3,2,4,110500,4,2,9,2,47,410000,29000,160000,175000,0,0,2800,527450
4,4,2,2,2,73925,1,3,1,1,35,0,0,0,0,0,0,0,20005
2,3,3,2,3,100200,2,2,9,2,47,360000,9250,31000,330000,2100,10000,0,202650
5,4,3,2,4,6200,4,1,3,0,59,1900000,1900,0,0,0,0,0,1931400
4,3,3,2,3,65125,4,1,1,1,35,200000,95000,11500,0,0,0,0,447500
4,3,2,2,4,130475,3,2,1,2,59,1200000,8250,15000,360000,0,2600,47000,1776900
6,4,3,2,3,78175,2,2,3,0,59,1150000,115000,0,60000,0,0,0,2129500
4,5,3,2,2,186075,4,2,1,3,35,675000,23000,5,190000,0,575,0,764930
4,4,3,2,4,53950,3,1,1,1,59,1150000,30000,25000,0,0,0,0,1271000
6,4,3,2,1,25100,1,3,9,0,13,0,2400,0,0,0,0,0,79150
7,4,3,1,2,42200,2,1,3,0,10,300000,15000,200000,0,0,0,0,748500
4,4,3,2,4,283775,3,2,3,1,35,1550000,0,150000,700000,0,0,0,3067500
4,3,2,2,2,47500,1,3,1,1,47,0,3900,0,0,0,1500,0,118700
5,4,3,2,4,87425,2,1,2,1,24,180000,23000,92500,0,0,0,0,985005
5,4,3,2,4,191350,4,2,2,3,24,575000,19000,100000,72500,0,0,0,3671500
6,4,3,2,4,35000,9,1,3,1,11,82500,210000,300,0,0,0,0,2771705
6,4,3,2,3,32000,1,1,3,0,46,320000,360000,165000,0,0,0,0,968000
4,4,3,1,3,47775,3,2,1,1,59,800000,1050,0,200000,0,0,5250,1694800
6,3,2,2,3,95025,2,2,1,9,12,625000,57500,0,210000,0,13000,0,753450
4,4,3,2,3,166925,4,2,1,3,35,460000,7750,24000,75000,1900,0,0,1056350
4,3,2,2,3,61700,9,2,2,2,12,57500,0,0,3100,6250,3900,0,1785750
5,6,3,2,3,57500,4,3,3,0,48,0,200,0,0,0,0,0,1675
3,3,3,2,9,117275,9,2,1,1,47,390000,2100,0,330000,0,50000,0,172350
3,3,2,2,4,64850,1,2,1,1,24,1250000,6000,7750,440000,0,32000,48000,1310000
7,5,3,2,3,32250,1,1,3,0,35,575000,1000,60000,0,0,0,0,655500
4,3,3,2,4,107325,4,2,1,2,35,380000,4300,3000,195000,0,7000,2000,715200
6,4,3,2,4,66275,9,1,3,0,10,390000,36000,0,0,0,0,0,1270000
7,4,3,2,4,208200,1,1,3,0,35,825000,450000,155000,0,0,25000,0,2767000
6,4,3,2,3,88650,2,1,1,2,12,185000,20000,21000,0,0,0,0,234750
5,4,3,2,3,213800,2,1,1,2,35,2000000,39000,525,0,0,0,9750,4839775
5,2,2,1,3,30850,1,2,3,1,24,390000,500,0,24000,0,37000,7500,549250
3,2,1,2,4,144025,4,1,1,1,35,1400000,0,0,0,0,0,0,1614000
3,4,1,2,4,168575,3,2,2,2,35,1150000,5000,475,390000,0,0,45000,1051475
7,6,3,2,1,24075,1,1,3,0,46,310000,100000,0,0,0,0,0,442000
3,4,3,2,2,101225,2,2,1,2,48,400000,15000,3600,280000,0,0,0,235600
6,4,2,2,4,98175,2,1,3,1,48,475000,130000,40000,0,0,0,0,1187000
6,6,2,2,2,19225,1,3,3,0,35,0,4750,0,0,0,0,0,5700
7,4,3,2,1,27575,1,1,3,0,35,475000,21000,0,0,0,0,0,525750
5,2,2,2,2,145375,4,2,2,3,48,525000,2900,0,240000,0,65000,115000,972100
6,4,3,2,4,70675,1,1,1,1,35,600000,30000,14500,0,0,0,0,828500
7,3,1,2,4,303950,9,1,1,9,10,340000,29000,120000,0,0,22000,52500,3675000
4,3,3,2,2,111025,4,1,1,3,12,330000,4750,0,0,0,3500,0,347300
2,3,1,2,4,41750,1,3,1,1,24,0,800,0,0,0,7750,0,-4750
6,4,2,2,1,34000,2,1,3,0,13,155000,36000,0,0,0,0,0,199250
5,4,3,2,4,128375,2,1,1,2,13,180000,52500,10000,0,0,0,0,1303250
2,4,3,2,4,105800,2,2,1,2,12,135000,1050,4500,95000,2000,0,0,164050
5,6,3,2,1,11000,1,3,3,0,46,0,275,0,0,0,0,0,1275
5,4,2,2,4,130450,4,2,1,3,35,440000,5250,12000,26000,0,0,0,819750
6,2,3,2,1,83150,4,1,3,1,35,900000,9250,0,0,0,0,0,938500
5,3,3,2,3,54050,2,1,1,2,35,1450000,77500,90000,0,0,6000,0,2014180
5,2,3,1,2,90800,3,2,1,3,59,490000,15000,0,350000,0,6000,3000,246000
4,4,3,2,4,201850,3,2,1,2,59,2400000,4000,67500,550000,0,0,0,3149600
6,6,3,2,9,41800,1,1,2,1,12,410000,1000,3100,0,0,0,0,421450
6,4,3,2,4,99250,2,1,1,0,24,270000,0,11500,0,0,0,0,1096505
5,4,3,2,2,57550,9,1,3,9,47,210000,135000,0,0,0,0,0,927000
5,4,3,2,2,83575,4,1,1,1,35,350000,67500,20000,0,0,0,0,786250
3,1,3,1,3,37000,1,3,1,1,24,0,275,0,0,0,775,0,14750
6,4,2,2,4,111775,4,1,3,2,35,600000,38000,72500,0,0,0,0,1895125
4,4,1,2,4,150550,3,1,1,3,47,410000,12000,30000,0,0,0,67500,2332000
6,4,3,2,2,289425,9,1,3,0,35,900000,230000,330000,0,0,0,0,11215000
5,4,2,2,4,91050,2,1,1,9,47,420000,10000,320000,0,0,13500,0,1792000
6,4,3,2,2,25400,2,1,3,1,24,290000,3000,70000,0,0,0,0,1616000
6,4,1,2,3,307625,9,1,1,2,46,240000,420000,62500,0,0,0,0,6751500
5,3,3,2,3,177300,9,2,1,3,10,450000,1050,0,310000,0,23000,0,913050
7,4,3,2,1,42300,2,1,3,0,59,370000,220000,0,0,0,0,0,698500
5,6,1,2,4,17825,1,3,2,1,24,0,3600,0,0,0,0,0,31350
6,4,3,2,3,67900,2,1,1,2,24,125000,120000,0,0,0,0,0,699005
6,4,3,2,3,125475,2,2,3,2,35,825000,7000,5250,31000,0,0,2500,2021250
6,3,3,1,1,103475,4,3,1,2,48,0,350,0,0,0,5750,0,14650
6,5,3,2,2,54000,1,1,3,0,35,950000,2100,0,0,0,0,0,975100
3,6,3,2,2,37700,1,2,1,1,59,470000,0,15500,180000,0,0,0,341175
6,4,3,2,3,25475,1,1,3,0,24,145000,1550,14500,0,0,0,0,398050
2,3,3,2,2,71650,3,2,1,2,59,675000,0,0,110000,0,0,0,585000
6,4,2,2,3,88325,2,1,3,0,47,410000,10500,130000,0,0,0,0,844500
3,4,1,2,4,141625,3,2,1,2,46,1100000,77500,105000,575000,0,0,0,1291505
5,3,2,2,9,62325,2,2,9,1,59,675000,9500,14500,34000,0,7750,0,1830750
4,3,3,2,4,42700,1,2,1,1,48,230000,3100,7750,220000,0,20000,17000,634850
7,3,3,2,9,45325,1,1,3,0,13,190000,12500,10000,0,0,0,0,480000
6,4,3,2,2,71725,2,1,3,0,46,460000,57500,0,0,0,0,0,807500
5,3,3,2,3,36000,4,1,3,1,47,41000,950,0,0,0,2500,0,63150
6,4,2,2,2,67900,9,1,2,1,11,320000,9500,26000,0,0,0,0,1471500
7,4,3,2,4,106900,2,1,3,0,24,410000,55000,60000,0,0,0,0,1418250
2,4,2,2,2,162350,4,3,1,3,48,0,6000,0,0,0,0,0,38375
6,3,3,2,9,40000,4,1,1,0,47,440000,1450,0,0,0,80,0,772370
5,4,2,2,4,173500,3,2,1,3,35,850000,15500,15500,575000,52500,0,0,580500
5,4,1,2,4,307075,4,3,1,2,35,0,330000,380000,0,0,0,0,4205000
5,4,3,2,4,81425,9,2,1,3,47,450000,0,400,250000,0,0,0,803400
3,2,2,1,4,108075,3,2,2,2,35,950000,30,0,625000,0,18500,31000,1283030
6,4,1,2,3,38700,1,1,3,0,24,240000,105000,105000,0,0,0,0,668100
3,4,2,2,3,54975,4,1,1,1,35,950000,40000,50000,0,0,0,0,1217000
6,4,1,2,4,107775,9,1,2,1,12,775000,5000,60000,0,0,6250,38000,3661250
5,2,3,2,2,50525,4,3,1,1,35,0,1250,0,0,0,6750,4000,90725
2,4,3,2,2,119025,9,1,1,3,47,240000,1000,0,0,0,0,0,457250
2,3,2,2,4,75825,2,3,1,2,35,0,4000,0,0,41000,1250,8250,-35050
3,3,2,1,1,45250,1,3,1,1,35,0,250,0,0,0,4000,3400,25500
6,4,1,2,4,239175,2,2,1,2,24,440000,15000,48000,220000,0,0,0,1506000
4,4,3,2,4,254225,9,1,1,3,24,1000000,26000,170000,0,0,0,62500,10033500
5,4,3,2,3,33400,1,1,3,1,46,260000,15500,95000,0,0,0,0,1295500
6,2,2,2,1,16050,1,3,3,0,35,0,15000,0,0,0,24000,0,30000
5,4,3,2,3,12000,1,3,3,0,24,0,550,0,0,0,0,0,10550
6,4,3,2,3,71700,2,1,6,9,59,2100000,1050,87500,0,0,2100,0,4200350
7,6,3,2,3,38675,1,1,3,0,35,1050000,210000,52500,0,0,0,0,1435275
5,4,1,2,4,123525,1,2,1,1,24,575000,5000,10500,75000,0,0,20000,1636750
4,3,3,2,3,101250,2,2,1,2,59,950000,15500,0,550000,0,10000,65000,2008000
3,2,3,2,1,96925,3,2,1,2,35,625000,4750,0,350000,0,11500,7750,355900
6,3,1,2,3,14000,1,1,1,0,24,250000,6750,0,0,0,0,0,336750
1,3,2,2,3,57750,2,3,1,1,48,0,1000,0,0,0,0,0,25825
6,4,3,2,4,115100,2,1,3,0,12,390000,55000,220000,0,0,0,0,3435000
6,4,3,2,3,101850,2,1,1,2,24,260000,35000,57500,0,0,0,0,542500
7,4,2,2,2,11000,1,3,3,1,59,0,5000,0,0,0,0,4100,49150
5,3,2,2,3,88000,2,1,9,9,47,290000,275,0,0,0,3500,19000,888275
6,4,3,2,3,49000,2,1,3,0,24,155000,6000,0,0,0,0,0,227000
2,4,2,2,4,203000,2,1,1,2,59,1450000,30000,145000,0,0,0,0,1764005
6,4,3,2,2,46500,2,2,2,1,24,230000,450,21000,45000,0,0,0,346450
5,6,3,2,2,37850,1,3,1,1,46,0,0,0,0,0,2000,0,166625
6,3,2,2,3,48175,2,2,3,0,46,330000,1050,0,70000,0,1500,0,487550
6,4,2,2,4,104450,2,1,3,0,12,260000,1950,62500,0,0,5250,4400,1589800
5,3,2,2,2,54675,9,1,1,2,47,185000,15500,11500,0,0,7750,0,4592750
6,4,2,2,2,36050,2,1,3,0,59,900000,10000,0,0,0,0,0,959000
4,3,2,2,4,145100,4,2,1,3,46,270000,9500,0,105000,0,39000,65000,938500
3,4,2,2,4,167425,3,2,1,2,59,2200000,67500,550,1250000,0,13000,0,2384800
7,4,3,2,3,58700,2,1,3,0,59,750000,7000,500,0,0,0,0,1221000
5,4,3,2,4,84900,1,1,2,1,24,380000,60000,0,0,0,0,29000,1124050
5,3,2,2,4,67425,1,2,1,1,46,300000,-17500,0,55000,0,30000,82500,130555
5,4,1,2,3,140925,2,1,1,1,48,725000,20000,70000,0,0,0,0,1755000
6,3,3,2,4,102450,2,3,1,2,24,0,1500,0,0,0,16500,3800,205200
2,4,3,2,4,96300,4,3,1,2,48,0,8250,0,0,0,3100,0,-20850
7,4,3,1,4,132200,2,1,3,1,59,1550000,6250,190000,0,0,0,250000,3083250
3,4,3,2,4,214950,3,2,1,2,59,1900000,10000,52500,290000,0,0,0,2271500
4,3,2,2,2,168825,2,3,2,2,47,0,3500,0,0,0,1250,0,206950
7,6,3,2,3,25100,1,1,3,0,35,625000,18500,0,0,0,0,0,680750
6,4,3,2,4,109750,2,1,1,1,24,775000,10000,150000,0,0,0,0,2796000
5,4,3,2,4,174375,4,1,1,3,48,420000,41000,0,0,0,0,0,1157500
2,3,2,2,4,60825,2,3,1,2,35,0,12500,15500,0,0,575,0,172850
5,4,3,2,4,379150,3,2,1,2,48,575000,20000,20000,125000,0,0,0,2289505
3,2,2,2,2,56725,9,2,1,1,11,500000,1850,0,70000,0,2100,0,432500
7,4,3,2,4,90500,2,1,3,0,47,400000,250000,200000,0,0,0,0,1752500
2,4,2,2,4,22000,1,3,2,1,59,0,13000,6250,0,45000,0,0,20250
5,4,2,2,3,166275,2,2,1,2,24,450000,15000,14500,140000,0,14500,0,3149500
5,3,3,2,9,287175,4,2,1,3,10,390000,100,600,140000,0,14500,0,2034700
6,3,2,2,2,139400,4,2,3,9,10,525000,450,0,150000,0,11500,40000,1373950
5,4,1,2,4,84825,2,1,3,2,24,525000,5250,15000,0,0,0,15500,1621500
5,4,2,2,2,-19700,2,1,2,2,35,600000,50000,45000,0,0,0,140000,575000
6,4,2,2,9,55925,1,1,3,1,47,475000,57500,280000,0,0,0,0,2272500
6,4,3,2,2,46450,1,3,3,0,48,0,8000,31000,0,0,0,0,492100
6,4,3,2,4,181225,2,1,1,2,24,500000,20000,50000,0,0,0,0,2255000
6,4,3,2,4,331000,2,3,2,2,24,0,1850000,125000,0,0,0,0,6737500
2,3,3,2,4,80925,2,3,1,2,59,0,15500,4200,0,0,0,0,47700
6,4,3,2,2,33225,1,3,3,0,47,0,110000,95000,0,0,0,0,278775
4,4,3,2,1,93675,9,1,9,2,59,190000,0,0,0,0,0,0,193100
7,4,2,2,2,48975,2,2,3,0,35,700000,75000,70000,62500,0,0,0,982250
3,4,2,2,4,153000,3,1,1,2,47,360000,75000,0,0,0,5750,22000,1019250
6,4,3,2,4,101300,2,1,3,0,35,400000,92500,230000,0,0,0,0,2181050
6,3,3,2,1,44975,4,3,3,1,46,0,0,0,0,0,1450,0,-20450
6,3,3,2,3,23000,1,3,3,0,35,0,1550,0,0,0,2500,0,10550
3,4,3,2,4,195200,3,2,1,2,35,1000000,12000,10500,400000,0,0,10000,1195500
6,2,3,2,3,40000,2,1,3,0,24,135000,175,0,0,0,4000,0,163675
6,4,3,2,4,49225,1,2,3,0,59,700000,4750,20000,175000,0,0,0,1431250
4,3,3,2,9,116875,3,2,1,3,46,430000,25000,0,300000,0,1450,0,294700
4,4,3,2,4,200025,2,1,9,1,59,675000,6750,12000,0,0,0,0,4559250
4,3,3,2,9,27625,9,3,1,9,10,0,1000,0,0,0,0,0,41000
5,4,3,2,4,140975,2,1,1,1,12,340000,90000,26000,0,0,2000,0,2585500
4,3,2,2,3,51500,1,2,2,1,47,250000,19000,5250,180000,0,11500,0,348250
4,4,1,2,4,159175,3,2,1,3,35,750000,19000,10500,200000,0,0,0,672250
3,4,3,2,4,124575,2,1,1,1,48,450000,115000,220000,0,0,0,0,1791000
2,4,3,2,2,65225,1,3,1,1,12,0,25000,34000,0,0,0,0,153450
3,4,1,2,4,189300,3,2,1,2,48,850000,52500,43000,550000,0,0,0,2510500
5,4,2,2,4,18000,1,3,3,0,59,0,450,0,0,0,0,0,12450
4,4,2,2,4,66725,9,2,3,1,59,4750000,5,0,1850000,0,0,0,13594505
5,4,3,2,4,71600,2,1,3,1,59,1500000,175000,70000,0,0,0,0,2341000
2,1,1,1,3,94850,2,2,1,2,24,300000,1050,775,135000,0,9250,45000,254075
6,4,3,2,4,153425,2,1,3,0,35,950000,105000,90000,0,0,0,0,2780000
5,4,3,2,4,180900,4,2,1,3,24,400000,30000,50000,6250,0,0,0,2296750
4,3,2,2,4,51700,3,3,1,1,35,0,34000,0,0,0,4750,0,33255
6,4,2,2,4,49900,2,2,3,0,59,2900000,1300000,165000,1100000,0,0,0,6801000
6,3,3,2,3,44600,2,2,3,0,47,170000,3800,0,120000,0,1350,0,162950
4,2,3,2,3,129900,4,1,1,2,35,800000,18500,5750,0,0,1900,0,3543850
6,4,2,2,3,49850,2,1,3,0,35,1750000,6500,155000,0,0,0,0,2894500
5,4,3,2,4,133550,1,3,1,1,24,0,24000,145000,0,0,0,0,4266000
5,3,3,2,2,34700,1,3,1,1,24,0,1200,0,0,0,1250,0,8050
3,5,2,2,4,7600,1,3,2,1,48,0,2000,0,0,18000,0,0,-12700
5,4,3,2,2,72525,1,3,1,1,35,0,20000,1000,0,0,0,0,409500
6,4,2,2,1,29900,1,1,3,0,35,725000,29000,105000,0,0,0,0,943000
6,3,3,2,3,38000,2,2,3,0,24,210000,1900,0,23000,0,3000,0,195900
7,4,3,2,1,35075,1,3,3,1,24,0,41000,22000,0,0,0,0,172550
3,6,3,2,3,61075,3,3,1,1,12,0,1000,550,0,2500,8250,0,48850
2,4,3,2,3,189675,3,3,1,2,35,0,72500,95000,0,0,0,0,273005
1,3,3,2,2,0,1,1,6,0,59,1300000,47500,0,0,0,0,0,1352250
3,4,3,2,4,84475,3,2,1,1,24,750000,19000,100000,450000,0,0,0,902000
4,3,3,2,3,90250,3,2,2,2,35,240000,2000,0,87500,0,0,0,173500
6,4,3,2,1,33775,2,1,3,1,35,2000000,40000,180000,0,0,0,0,5513005
4,6,2,2,9,59825,1,2,1,1,13,100000,2000,0,17000,0,0,0,437100
5,6,3,2,2,45700,1,3,1,1,24,0,1900,0,0,0,0,0,504150
1,3,3,2,2,31625,4,3,2,2,48,0,375,0,0,0,2000,0,194300
2,4,2,2,3,233100,4,1,1,3,48,300000,160000,425,0,13000,20000,40000,1970425
6,4,1,2,1,26000,1,3,3,0,24,0,150,0,0,0,1500,0,3900
6,3,3,2,3,28000,1,3,2,1,59,0,250,77500,0,0,5000,0,337250
3,4,3,2,4,164600,2,2,1,2,24,575000,39000,50000,320000,0,0,0,1332800
5,4,3,2,4,44075,1,1,1,1,24,260000,3500,55000,0,0,0,0,438500
5,3,3,2,1,15000,1,3,3,0,35,0,6250,0,0,0,500,0,26750
6,4,3,2,3,68575,2,2,3,0,48,475000,0,0,46000,0,0,90000,1677000
5,4,3,2,4,67175,1,1,1,1,24,1550000,80000,75000,0,0,0,0,3127505
6,4,3,2,4,256375,9,1,1,1,47,1900000,26000,77500,0,0,0,0,4431900
2,3,1,2,4,75375,4,3,1,2,59,0,2000,2600,0,52500,1250,0,-8500
6,3,3,2,4,89850,1,2,2,1,47,230000,13000,600,82500,0,4400,825,622875
6,4,3,2,4,176675,2,1,1,1,24,575000,80000,80000,0,0,13500,0,2496500
5,3,2,2,1,178050,4,2,1,3,35,550000,15000,0,110000,2500,8000,100000,534250
6,4,2,2,4,80250,2,1,3,1,35,1000000,45000,95000,0,0,0,0,1924000
3,3,2,2,2,131050,3,2,1,3,35,700000,2600,1900,320000,17500,11000,13500,679000
6,4,2,2,1,41000,4,1,3,0,12,145000,0,0,0,0,0,0,161000
5,6,3,2,2,17250,1,3,6,0,35,0,460000,0,0,0,0,0,465000
3,4,3,2,1,70500,9,3,1,9,10,0,40000,0,0,0,0,0,113000
5,4,3,2,4,189625,2,1,1,2,24,525000,95000,190000,0,0,0,0,2938850
6,3,2,2,3,38725,1,1,3,0,47,155000,1550,55000,0,0,5000,0,696550
6,3,3,2,9,8000,2,1,2,2,46,290000,1050,0,0,0,2300,0,434255
3,2,2,1,3,79175,9,2,1,1,13,120000,0,0,55000,0,34000,0,85500
2,3,2,1,9,72250,9,2,1,2,12,270000,5750,0,200000,0,15500,43000,1662250
5,4,3,2,4,213650,2,1,1,2,48,950000,470000,240000,0,0,0,0,3572500
3,4,1,2,3,75125,3,2,1,2,46,200000,2000,7250,87500,0,700,0,167000
6,3,3,2,1,26000,1,3,3,0,48,0,850,0,0,0,0,0,20850
5,4,2,2,4,109025,3,2,1,2,59,1650000,10500,77500,700000,0,0,0,1384750
5,4,1,2,3,194425,4,2,1,3,24,775000,4100,0,220000,0,0,23000,1305600
5,4,1,2,4,107425,2,1,1,1,35,725000,75000,160000,0,0,0,0,1990250
3,3,3,2,4,164775,3,2,1,2,24,775000,50,0,575000,0,10000,57500,368755
3,4,2,2,4,97800,3,3,1,0,59,0,9500,28000,0,0,0,7000,-222550
3,3,3,2,2,50000,3,2,1,1,35,1050000,8250,1900,490000,0,600,0,595550
7,4,2,2,4,74250,2,1,3,0,35,1700000,200000,0,0,0,0,0,2246500
2,4,2,2,4,5500,1,3,2,1,35,0,2900,0,0,0,0,0,8225
7,4,1,2,2,50000,9,1,3,0,59,120000,9500,0,0,0,600,0,188900
4,6,2,2,2,12500,9,3,9,0,12,0,150,0,0,6000,0,0,-600
4,2,2,1,2,79700,3,3,1,2,59,0,-800,1150,0,0,52500,12500,271350
6,4,3,2,2,67475,2,1,3,0,35,1450000,5000,0,0,0,0,0,1781825
5,4,3,2,4,50475,1,1,3,0,46,140000,60000,120000,0,0,0,0,1552500
6,4,3,2,4,122350,4,1,3,1,35,650000,62500,210000,0,0,0,0,3183500
6,4,3,2,3,84375,1,1,3,1,48,430000,24000,105000,0,0,0,0,5984500
5,4,3,2,3,108300,1,1,1,1,24,390000,30000,0,0,0,0,0,1470500
6,6,3,2,4,12000,1,3,3,0,12,0,7250,0,0,0,0,0,7425
4,3,2,2,1,32275,1,3,1,1,24,0,0,0,0,0,1900,0,20100
6,6,2,2,3,25000,1,3,3,0,24,0,5000,0,0,0,0,0,10300
2,4,1,2,4,109600,3,3,1,2,12,0,37000,10000,0,0,0,0,292000
3,4,3,2,4,83725,3,2,1,2,48,450000,45000,65000,150000,0,5000,0,601000
5,4,2,2,4,240175,9,1,1,3,46,625000,390000,575,0,0,0,0,6322080
4,3,2,2,3,64925,1,2,1,1,47,320000,2500,0,67500,0,15000,20000,270005
6,2,2,2,4,104925,4,1,3,2,35,600000,175000,2000,0,80000,8250,280000,2502750
2,4,3,2,4,26600,9,2,1,1,46,675000,175000,165000,440000,6000,3400,0,579400
3,6,2,1,3,32625,1,3,1,1,59,0,500,0,0,0,0,0,391000
6,4,3,2,4,80950,4,2,2,1,46,390000,12500,47500,150000,0,0,0,1512000
2,4,3,2,3,84725,1,3,1,1,35,0,52500,5,0,0,0,0,270705
6,4,1,2,1,42250,2,1,3,0,46,150000,3000,41000,0,0,0,0,287250
7,3,3,2,1,41275,1,3,3,0,24,0,275,0,0,0,0,0,111275
7,4,3,2,2,61225,2,3,3,1,24,0,7750,0,0,0,0,0,83525
4,4,3,2,4,171025,4,2,1,2,35,1050000,145000,90000,350000,0,0,0,3068255
2,4,3,2,4,159275,2,2,1,2,48,410000,4750,210000,280000,33000,0,0,391000
6,4,2,2,3,56750,1,1,2,0,47,350000,17500,41000,0,0,0,0,1241250
5,4,1,1,4,190650,4,1,1,3,46,575000,39000,19000,0,0,0,0,5186500
5,2,2,2,3,94400,1,2,1,1,59,725000,19500,0,145000,0,2900,28000,1850600
6,4,3,2,2,104425,2,1,1,2,46,600000,67500,15000,0,0,0,300,1363450
3,4,1,2,2,83950,2,2,1,2,59,500000,24000,0,400000,0,0,0,223600
2,4,1,2,4,60950,1,3,1,1,24,0,3000,72500,0,16500,0,0,98500
5,6,2,2,2,62725,1,2,1,1,35,400000,4750,40,50000,0,6000,0,952840
4,4,2,2,4,142675,2,2,1,1,59,1600000,15000,10500,650000,0,0,0,1366500
5,4,3,2,4,239475,4,1,1,3,35,625000,67500,175000,0,0,0,0,2059750
3,2,3,2,4,103350,3,3,1,2,59,0,20000,0,0,0,0,0,80000
3,4,2,2,3,179700,3,2,1,2,47,370000,25000,0,390000,0,1000,0,320500
5,4,1,2,4,195025,9,1,1,1,24,900000,75000,195000,0,0,0,0,8485000
4,4,2,2,2,99800,9,2,1,3,46,400000,0,0,240000,0,0,77500,2450755
4,4,3,2,3,123275,4,2,1,1,12,420000,5250,30,210000,0,6500,0,486205
4,4,1,2,2,137925,3,3,1,2,35,0,15500,0,0,0,350,0,42900
4,4,2,2,3,156400,3,2,1,3,35,350000,290000,190000,34000,0,0,105000,3040000
4,4,1,2,4,1608950,9,1,1,1,35,4400000,1700000,200000,0,0,0,0,11920000
5,3,3,2,4,22600,2,1,3,0,59,825000,19000,155000,0,0,0,0,1558000
